"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Hagbacksgatan 16:1","Hagbacksgatan 16:1 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 350 000 kr","","75 m² 3 rum","Såld 1 december 2017","+17 %",""
"Åbrinken 10","Åbrinken 10 RadhusRadhus Bro, Borlänge kommun","0 kr/mån","135 + 12 m² 5 rum Slutpris 2 000 000 kr","387 m² tomt","135 + 12 m² 5 rum","Såld 21 november 2017","-5 %",""
"Stationsgatan 31","Stationsgatan 31 RadhusRadhus Östermalm, Borlänge kommun","5 800 kr/mån","102,2 m² 4 rum Slutpris 2 215 000 kr","","102,2 m² 4 rum","Såld 15 november 2017","+3 %",""
"Bävergatan 12","Bävergatan 12 RadhusRadhus Övre Tjärna, Borlänge kommun","5 936 kr/mån","86 + 42 m² 4 rum Slutpris 1 200 000 kr","","86 + 42 m² 4 rum","Såld 9 november 2017","-4 %",""
"Olles väg 14A","Olles väg 14A RadhusRadhus Skräddarbacken, Borlänge kommun","6 744 kr/mån","113,5 m² 5 rum Slutpris 895 000 kr","","113,5 m² 5 rum","Såld 19 oktober 2017","±0 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Arturs gata 22","Arturs gata 22 RadhusRadhus Kälarvet, Borlänge kommun","0 kr/mån","66 m² 2 rum Slutpris 1 560 000 kr","231 m² tomt","66 m² 2 rum","Såld 24 oktober 2018","+16 %",""
"Pappersgatan 9","Pappersgatan 9 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","120 m² 4 rum Slutpris 1 750 000 kr","506 m² tomt","120 m² 4 rum","Såld 18 oktober 2018","+3 %",""
"Hagbacksgatan 2:3","Hagbacksgatan 2:3 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 235 000 kr","","75 m² 3 rum","Såld 17 oktober 2018","+3 %",""
"Källparksgatan 21","Källparksgatan 21 RadhusRadhus Domnarvet, Borlänge kommun","5 702 kr/mån","110 m² 5 rum Slutpris 935 000 kr","","110 m² 5 rum","Såld 28 september 2018","+10 %",""
"Hagbacksgatan 6:4","Hagbacksgatan 6:4 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 220 000 kr","","75 m² 3 rum","Såld 28 september 2018","+2 %",""
"Symfonivägen 6","Symfonivägen 6 RadhusRadhus Övre Forssa, Borlänge kommun","","107 m² 4 rum Slutpris 1 600 000 kr","511 m² tomt","107 m² 4 rum","Såld 18 september 2018","±0 %",""
"Lindstigen 5","Lindstigen 5 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 695 000 kr","","117 m² 5 rum","Såld 17 september 2018","-15 %",""
"Lindövägen lght 6","Lindövägen lght 6 RadhusRadhus Uvbergsviken, Borlänge kommun","4 146 kr/mån","110 m² 4 rum Slutpris 1 895 000 kr","","110 m² 4 rum","Såld 10 september 2018","±0 %",""
"Vargstigen 19","Vargstigen 19 RadhusRadhus Övre Tjärna, Borlänge kommun","3 830 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 4 september 2018","±0 %",""
"Ols gustavs väg 20","Ols gustavs väg 20 RadhusRadhus Borlänge, Borlänge kommun","5 580 kr/mån","108 m² 4 rum Slutpris 1 435 000 kr","","108 m² 4 rum","Såld 31 augusti 2018","+11 %",""
"Örtgatan 36 C","Örtgatan 36 C RadhusRadhus Lergärdet, Borlänge kommun","7 350 kr/mån","127 m² 5 rum Slutpris 1 195 000 kr","","127 m² 5 rum","Såld 22 augusti 2018","±0 %",""
"Nordanbäcksgatan 26A","Nordanbäcksgatan 26A RadhusRadhus Kvarnsveden, Borlänge kommun","7 462 kr/mån","112,7 m² 5 rum Slutpris 950 000 kr","","112,7 m² 5 rum","Såld 21 augusti 2018","-11 %",""
"Melodivägen 6","Melodivägen 6 RadhusRadhus Borlänge, Borlänge kommun","0 kr/mån","101 + 101 m² 4 rum Slutpris 1 680 000 kr","511 m² tomt","101 + 101 m² 4 rum","Såld 10 augusti 2018","+5 %",""
"Årbyvägen 19D","Årbyvägen 19D RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 2 210 000 kr","387 m² tomt","110 m² 4 rum","Såld 9 augusti 2018","+11 %",""
"Pilt Jans väg 16","Pilt Jans väg 16 RadhusRadhus Skräddarbacken, Borlänge kommun","7 473 kr/mån","133,5 m² 4 rum Slutpris 1 200 000 kr","","133,5 m² 4 rum","Såld 20 juli 2018","-4 %",""
"Strandängsgatan 29","Strandängsgatan 29 RadhusRadhus Hönsarvet, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 1 060 000 kr","","117,2 m² 4 rum","Såld 19 juli 2018","+1 %",""
"Strandängsgatan 17","Strandängsgatan 17 RadhusRadhus Hönsarvet, Borlänge kommun","6 076 kr/mån","117 m² 4 rum Slutpris 1 050 000 kr","","117 m² 4 rum","Såld 14 juli 2018","+6 %",""
"Listvägen 19","Listvägen 19 RadhusRadhus Gustafs, Borlänge kommun","4 200 kr/mån","99,4 m² 4 rum Slutpris 1 430 000 kr","","99,4 m² 4 rum","Såld 13 juli 2018","+24 %",""
"Skogsvägen 45B","Skogsvägen 45B RadhusRadhus Paradiset, Borlänge kommun","","95 m² 4 rum Slutpris 1 975 000 kr","600 m² tomt","95 m² 4 rum","Såld 30 juni 2018","-1 %",""
"Märkargatan 2","Märkargatan 2 RadhusRadhus Kvarnsveden, Borlänge kommun","","83 m² 3 rum Slutpris 2 185 000 kr","160 m² tomt","83 m² 3 rum","Såld 15 juni 2018","+46 %",""
"Mjälgavägen 101I","Mjälgavägen 101I RadhusRadhus Färjegårdarna, Borlänge kommun","0 kr/mån","162 + 4 m² 6 rum Slutpris 4 350 000 kr","182 m² tomt","162 + 4 m² 6 rum","Såld 11 juni 2018","-7 %",""
"Holländargatan 15","Holländargatan 15 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","83 m² 4 rum Slutpris 1 775 000 kr","123 m² tomt","83 m² 4 rum","Såld 7 juni 2018","+31 %",""
"Årbyvägen 53B","Årbyvägen 53B RadhusRadhus Årby, Borlänge kommun","0 kr/mån","132 m² 5 rum Slutpris 2 300 000 kr","475 m² tomt","132 m² 5 rum","Såld 25 maj 2018","±0 %",""
"Hans Filips väg 5","Hans Filips väg 5 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","118 + 10 m² 4 rum Slutpris 1 700 000 kr","289 m² tomt","118 + 10 m² 4 rum","Såld 18 maj 2018","±0 %",""
"Vågmästarvägen 9","Vågmästarvägen 9 RadhusRadhus Forssa, Borlänge kommun","0 kr/mån","120 m² 6 rum Slutpris 2 120 000 kr","262 m² tomt","120 m² 6 rum","Såld 2 maj 2018","+10 %",""
"Arons Eriks Väg 48","Arons Eriks Väg 48 RadhusRadhus Skräddarbacken, Borlänge kommun","5 550 kr/mån","108,2 m² 4 rum Slutpris 1 400 000 kr","","108,2 m² 4 rum","Såld 26 april 2018","+4 %",""
"Gångstigen 17","Gångstigen 17 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","106 m² 4 rum Slutpris 1 595 000 kr","620 m² tomt","106 m² 4 rum","Såld 26 april 2018","±0 %",""
"Rosengatan 24","Rosengatan 24 RadhusRadhus Lergärdet, Borlänge kommun","","90 m² 4 rum Slutpris 1 800 000 kr","571 m² tomt","90 m² 4 rum","Såld 20 april 2018","+16 %",""
"Vargstigen 11","Vargstigen 11 RadhusRadhus Övre Tjärna, Borlänge kommun","3 835 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 7 april 2018","±0 %",""
"Råbocksgatan 7","Råbocksgatan 7 RadhusRadhus Övre tjärna, Borlänge kommun","6 201 kr/mån","86 m² 4 rum Slutpris 1 230 000 kr","","86 m² 4 rum","Såld 28 mars 2018","+3 %",""
"Krossgatan 10","Krossgatan 10 RadhusRadhus Mats Knuts, Borlänge kommun","6 937 kr/mån","107,5 m² 4 rum Slutpris 1 250 000 kr","","107,5 m² 4 rum","Såld 16 mars 2018","+26 %",""
"Forgatan 14A","Forgatan 14A RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","105,5 m² 4 rum Slutpris 1 320 000 kr","","105,5 m² 4 rum","Såld 12 mars 2018","+12 %",""
"Arons Eriks väg 47","Arons Eriks väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","5 800 kr/mån","108 m² 4 rum Slutpris 1 295 000 kr","","108 m² 4 rum","Såld 10 mars 2018","±0 %",""
"Blåbärsstigen 17","Blåbärsstigen 17 RadhusRadhus Medväga, Borlänge kommun","0 kr/mån","108 + 20 m² 5 rum Slutpris 1 590 000 kr","423 m² tomt","108 + 20 m² 5 rum","Såld 10 mars 2018","+3 %",""
"Pilbågsvägen 7","Pilbågsvägen 7 RadhusRadhus Åselby, Borlänge kommun","","77 + 77 m² 3 rum Slutpris 1 670 000 kr","904 m² tomt","77 + 77 m² 3 rum","Såld 9 mars 2018","+17 %",""
"Lergatan 19D","Lergatan 19D RadhusRadhus Östermalm, Borlänge kommun","0 kr/mån","106 + 4 m² 5 rum Slutpris 2 900 000 kr","144 m² tomt","106 + 4 m² 5 rum","Såld 7 mars 2018","+12 %",""
"Vargstigen 8D","Vargstigen 8D RadhusRadhus Borlänge, Borlänge kommun","3 830 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 1 mars 2018","+3 %",""
"Blåbärsstigen 28","Blåbärsstigen 28 RadhusRadhus Borlänge, Borlänge kommun","0 kr/mån","122 m² 5 rum Slutpris 1 695 000 kr","175 m² tomt","122 m² 5 rum","Såld 28 februari 2018","±0 %",""
"Rivargatan 40","Rivargatan 40 RadhusRadhus Kvarnsveden, Borlänge kommun","6 290 kr/mån","86,8 m² 4 rum Slutpris 1 275 000 kr","","86,8 m² 4 rum","Såld 8 februari 2018","+42 %",""
"Klangvägen 11","Klangvägen 11 RadhusRadhus Bullermyren-Hagalund, Borlänge kommun","0 kr/mån","101 + 101 m² 6 rum Slutpris 1 995 000 kr","513 m² tomt","101 + 101 m² 6 rum","Såld 1 februari 2018","±0 %",""
"Vargstigen 8 B","Vargstigen 8 B RadhusRadhus Övre tjärna, Borlänge kommun","3 835 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 1 februari 2018","+3 %",""
"Årbyvägen 57A","Årbyvägen 57A RadhusRadhus Årby, Borlänge kommun","","112 m² 4 rum Slutpris 2 225 000 kr","395 m² tomt","112 m² 4 rum","Såld 29 december 2017","+6 %",""
"Hagbacksgatan 14","Hagbacksgatan 14 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 250 000 kr","","75 m² 3 rum","Såld 18 december 2017","±0 %",""
"Hagbacksgatan 16:1","Hagbacksgatan 16:1 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 350 000 kr","","75 m² 3 rum","Såld 1 december 2017","+17 %",""
"Åbrinken 10","Åbrinken 10 RadhusRadhus Bro, Borlänge kommun","0 kr/mån","135 + 12 m² 5 rum Slutpris 2 000 000 kr","387 m² tomt","135 + 12 m² 5 rum","Såld 21 november 2017","-5 %",""
"Stationsgatan 31","Stationsgatan 31 RadhusRadhus Östermalm, Borlänge kommun","5 800 kr/mån","102,2 m² 4 rum Slutpris 2 215 000 kr","","102,2 m² 4 rum","Såld 15 november 2017","+3 %",""
"Bävergatan 12","Bävergatan 12 RadhusRadhus Övre Tjärna, Borlänge kommun","5 936 kr/mån","86 + 42 m² 4 rum Slutpris 1 200 000 kr","","86 + 42 m² 4 rum","Såld 9 november 2017","-4 %",""
"Olles väg 14A","Olles väg 14A RadhusRadhus Skräddarbacken, Borlänge kommun","6 744 kr/mån","113,5 m² 5 rum Slutpris 895 000 kr","","113,5 m² 5 rum","Såld 19 oktober 2017","±0 %",""
"Mets Eriks Väg 11","Mets Eriks Väg 11 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","140 + 6 m² 5 rum Slutpris 2 200 000 kr","396 m² tomt","140 + 6 m² 5 rum","Såld 19 oktober 2017","+26 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Arturs gata 22","Arturs gata 22 RadhusRadhus Kälarvet, Borlänge kommun","0 kr/mån","66 m² 2 rum Slutpris 1 560 000 kr","231 m² tomt","66 m² 2 rum","Såld 24 oktober 2018","+16 %",""
"Pappersgatan 9","Pappersgatan 9 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","120 m² 4 rum Slutpris 1 750 000 kr","506 m² tomt","120 m² 4 rum","Såld 18 oktober 2018","+3 %",""
"Hagbacksgatan 2:3","Hagbacksgatan 2:3 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 235 000 kr","","75 m² 3 rum","Såld 17 oktober 2018","+3 %",""
"Källparksgatan 21","Källparksgatan 21 RadhusRadhus Domnarvet, Borlänge kommun","5 702 kr/mån","110 m² 5 rum Slutpris 935 000 kr","","110 m² 5 rum","Såld 28 september 2018","+10 %",""
"Hagbacksgatan 6:4","Hagbacksgatan 6:4 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 220 000 kr","","75 m² 3 rum","Såld 28 september 2018","+2 %",""
"Symfonivägen 6","Symfonivägen 6 RadhusRadhus Övre Forssa, Borlänge kommun","","107 m² 4 rum Slutpris 1 600 000 kr","511 m² tomt","107 m² 4 rum","Såld 18 september 2018","±0 %",""
"Lindstigen 5","Lindstigen 5 RadhusRadhus Nygårdarna, Borlänge kommun","5 138 kr/mån","117 m² 5 rum Slutpris 1 695 000 kr","","117 m² 5 rum","Såld 17 september 2018","-15 %",""
"Lindövägen lght 6","Lindövägen lght 6 RadhusRadhus Uvbergsviken, Borlänge kommun","4 146 kr/mån","110 m² 4 rum Slutpris 1 895 000 kr","","110 m² 4 rum","Såld 10 september 2018","±0 %",""
"Vargstigen 19","Vargstigen 19 RadhusRadhus Övre Tjärna, Borlänge kommun","3 830 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 4 september 2018","±0 %",""
"Ols gustavs väg 20","Ols gustavs väg 20 RadhusRadhus Borlänge, Borlänge kommun","5 580 kr/mån","108 m² 4 rum Slutpris 1 435 000 kr","","108 m² 4 rum","Såld 31 augusti 2018","+11 %",""
"Örtgatan 36 C","Örtgatan 36 C RadhusRadhus Lergärdet, Borlänge kommun","7 350 kr/mån","127 m² 5 rum Slutpris 1 195 000 kr","","127 m² 5 rum","Såld 22 augusti 2018","±0 %",""
"Nordanbäcksgatan 26A","Nordanbäcksgatan 26A RadhusRadhus Kvarnsveden, Borlänge kommun","7 462 kr/mån","112,7 m² 5 rum Slutpris 950 000 kr","","112,7 m² 5 rum","Såld 21 augusti 2018","-11 %",""
"Melodivägen 6","Melodivägen 6 RadhusRadhus Borlänge, Borlänge kommun","0 kr/mån","101 + 101 m² 4 rum Slutpris 1 680 000 kr","511 m² tomt","101 + 101 m² 4 rum","Såld 10 augusti 2018","+5 %",""
"Årbyvägen 19D","Årbyvägen 19D RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 2 210 000 kr","387 m² tomt","110 m² 4 rum","Såld 9 augusti 2018","+11 %",""
"Pilt Jans väg 16","Pilt Jans väg 16 RadhusRadhus Skräddarbacken, Borlänge kommun","7 473 kr/mån","133,5 m² 4 rum Slutpris 1 200 000 kr","","133,5 m² 4 rum","Såld 20 juli 2018","-4 %",""
"Strandängsgatan 29","Strandängsgatan 29 RadhusRadhus Hönsarvet, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 1 060 000 kr","","117,2 m² 4 rum","Såld 19 juli 2018","+1 %",""
"Strandängsgatan 17","Strandängsgatan 17 RadhusRadhus Hönsarvet, Borlänge kommun","6 076 kr/mån","117 m² 4 rum Slutpris 1 050 000 kr","","117 m² 4 rum","Såld 14 juli 2018","+6 %",""
"Listvägen 19","Listvägen 19 RadhusRadhus Gustafs, Borlänge kommun","4 200 kr/mån","99,4 m² 4 rum Slutpris 1 430 000 kr","","99,4 m² 4 rum","Såld 13 juli 2018","+24 %",""
"Skogsvägen 45B","Skogsvägen 45B RadhusRadhus Paradiset, Borlänge kommun","","95 m² 4 rum Slutpris 1 975 000 kr","600 m² tomt","95 m² 4 rum","Såld 30 juni 2018","-1 %",""
"Märkargatan 2","Märkargatan 2 RadhusRadhus Kvarnsveden, Borlänge kommun","","83 m² 3 rum Slutpris 2 185 000 kr","160 m² tomt","83 m² 3 rum","Såld 15 juni 2018","+46 %",""
"Mjälgavägen 101I","Mjälgavägen 101I RadhusRadhus Färjegårdarna, Borlänge kommun","0 kr/mån","162 + 4 m² 6 rum Slutpris 4 350 000 kr","182 m² tomt","162 + 4 m² 6 rum","Såld 11 juni 2018","-7 %",""
"Holländargatan 15","Holländargatan 15 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","83 m² 4 rum Slutpris 1 775 000 kr","123 m² tomt","83 m² 4 rum","Såld 7 juni 2018","+31 %",""
"Årbyvägen 53B","Årbyvägen 53B RadhusRadhus Årby, Borlänge kommun","0 kr/mån","132 m² 5 rum Slutpris 2 300 000 kr","475 m² tomt","132 m² 5 rum","Såld 25 maj 2018","±0 %",""
"Hans Filips väg 5","Hans Filips väg 5 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","118 + 10 m² 4 rum Slutpris 1 700 000 kr","289 m² tomt","118 + 10 m² 4 rum","Såld 18 maj 2018","±0 %",""
"Vågmästarvägen 9","Vågmästarvägen 9 RadhusRadhus Forssa, Borlänge kommun","0 kr/mån","120 m² 6 rum Slutpris 2 120 000 kr","262 m² tomt","120 m² 6 rum","Såld 2 maj 2018","+10 %",""
"Arons Eriks Väg 48","Arons Eriks Väg 48 RadhusRadhus Skräddarbacken, Borlänge kommun","5 550 kr/mån","108,2 m² 4 rum Slutpris 1 400 000 kr","","108,2 m² 4 rum","Såld 26 april 2018","+4 %",""
"Gångstigen 17","Gångstigen 17 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","106 m² 4 rum Slutpris 1 595 000 kr","620 m² tomt","106 m² 4 rum","Såld 26 april 2018","±0 %",""
"Rosengatan 24","Rosengatan 24 RadhusRadhus Lergärdet, Borlänge kommun","","90 m² 4 rum Slutpris 1 800 000 kr","571 m² tomt","90 m² 4 rum","Såld 20 april 2018","+16 %",""
"Vargstigen 11","Vargstigen 11 RadhusRadhus Övre Tjärna, Borlänge kommun","3 835 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 7 april 2018","±0 %",""
"Råbocksgatan 7","Råbocksgatan 7 RadhusRadhus Övre tjärna, Borlänge kommun","6 201 kr/mån","86 m² 4 rum Slutpris 1 230 000 kr","","86 m² 4 rum","Såld 28 mars 2018","+3 %",""
"Krossgatan 10","Krossgatan 10 RadhusRadhus Mats Knuts, Borlänge kommun","6 937 kr/mån","107,5 m² 4 rum Slutpris 1 250 000 kr","","107,5 m² 4 rum","Såld 16 mars 2018","+26 %",""
"Forgatan 14A","Forgatan 14A RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","105,5 m² 4 rum Slutpris 1 320 000 kr","","105,5 m² 4 rum","Såld 12 mars 2018","+12 %",""
"Arons Eriks väg 47","Arons Eriks väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","5 800 kr/mån","108 m² 4 rum Slutpris 1 295 000 kr","","108 m² 4 rum","Såld 10 mars 2018","±0 %",""
"Blåbärsstigen 17","Blåbärsstigen 17 RadhusRadhus Medväga, Borlänge kommun","0 kr/mån","108 + 20 m² 5 rum Slutpris 1 590 000 kr","423 m² tomt","108 + 20 m² 5 rum","Såld 10 mars 2018","+3 %",""
"Pilbågsvägen 7","Pilbågsvägen 7 RadhusRadhus Åselby, Borlänge kommun","","77 + 77 m² 3 rum Slutpris 1 670 000 kr","904 m² tomt","77 + 77 m² 3 rum","Såld 9 mars 2018","+17 %",""
"Lergatan 19D","Lergatan 19D RadhusRadhus Östermalm, Borlänge kommun","0 kr/mån","106 + 4 m² 5 rum Slutpris 2 900 000 kr","144 m² tomt","106 + 4 m² 5 rum","Såld 7 mars 2018","+12 %",""
"Vargstigen 8D","Vargstigen 8D RadhusRadhus Borlänge, Borlänge kommun","3 830 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 1 mars 2018","+3 %",""
"Blåbärsstigen 28","Blåbärsstigen 28 RadhusRadhus Borlänge, Borlänge kommun","0 kr/mån","122 m² 5 rum Slutpris 1 695 000 kr","175 m² tomt","122 m² 5 rum","Såld 28 februari 2018","±0 %",""
"Rivargatan 40","Rivargatan 40 RadhusRadhus Kvarnsveden, Borlänge kommun","6 290 kr/mån","86,8 m² 4 rum Slutpris 1 275 000 kr","","86,8 m² 4 rum","Såld 8 februari 2018","+42 %",""
"Klangvägen 11","Klangvägen 11 RadhusRadhus Bullermyren-Hagalund, Borlänge kommun","0 kr/mån","101 + 101 m² 6 rum Slutpris 1 995 000 kr","513 m² tomt","101 + 101 m² 6 rum","Såld 1 februari 2018","±0 %",""
"Vargstigen 8 B","Vargstigen 8 B RadhusRadhus Övre tjärna, Borlänge kommun","3 835 kr/mån","98 m² 4 rum Slutpris 1 750 000 kr","","98 m² 4 rum","Såld 1 februari 2018","+3 %",""
"Årbyvägen 57A","Årbyvägen 57A RadhusRadhus Årby, Borlänge kommun","","112 m² 4 rum Slutpris 2 225 000 kr","395 m² tomt","112 m² 4 rum","Såld 29 december 2017","+6 %",""
"Hagbacksgatan 14","Hagbacksgatan 14 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 250 000 kr","","75 m² 3 rum","Såld 18 december 2017","±0 %",""
"Hagbacksgatan 16:1","Hagbacksgatan 16:1 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 350 000 kr","","75 m² 3 rum","Såld 1 december 2017","+17 %",""
"Åbrinken 10","Åbrinken 10 RadhusRadhus Bro, Borlänge kommun","0 kr/mån","135 + 12 m² 5 rum Slutpris 2 000 000 kr","387 m² tomt","135 + 12 m² 5 rum","Såld 21 november 2017","-5 %",""
"Stationsgatan 31","Stationsgatan 31 RadhusRadhus Östermalm, Borlänge kommun","5 800 kr/mån","102,2 m² 4 rum Slutpris 2 215 000 kr","","102,2 m² 4 rum","Såld 15 november 2017","+3 %",""
"Bävergatan 12","Bävergatan 12 RadhusRadhus Övre Tjärna, Borlänge kommun","5 936 kr/mån","86 + 42 m² 4 rum Slutpris 1 200 000 kr","","86 + 42 m² 4 rum","Såld 9 november 2017","-4 %",""
"Olles väg 14A","Olles väg 14A RadhusRadhus Skräddarbacken, Borlänge kommun","6 744 kr/mån","113,5 m² 5 rum Slutpris 895 000 kr","","113,5 m² 5 rum","Såld 19 oktober 2017","±0 %",""
"Mets Eriks Väg 11","Mets Eriks Väg 11 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","140 + 6 m² 5 rum Slutpris 2 200 000 kr","396 m² tomt","140 + 6 m² 5 rum","Såld 19 oktober 2017","+26 %",""
"Brädstigen 14","Brädstigen 14 RadhusRadhus Ornäs, Borlänge kommun","","124 m² 5 rum Slutpris 2 920 000 kr","408 m² tomt","124 m² 5 rum","Såld 27 september 2017","+33 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Årbyvägen 23C","Årbyvägen 23C RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","111 + 14 m² 5 rum Slutpris 2 050 000 kr","570 m² tomt","111 + 14 m² 5 rum","Såld 25 september 2017","+14 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Årbyvägen 23C","Årbyvägen 23C RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","111 + 14 m² 5 rum Slutpris 2 050 000 kr","570 m² tomt","111 + 14 m² 5 rum","Såld 25 september 2017","+14 %",""
"Skogsvägen 51D","Skogsvägen 51D RadhusRadhus Borlänge, Borlänge kommun","2 400 kr/mån","99,5 m² 4 rum Slutpris 1 625 000 kr","","99,5 m² 4 rum","Såld 18 september 2017","+36 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Årbyvägen 23C","Årbyvägen 23C RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","111 + 14 m² 5 rum Slutpris 2 050 000 kr","570 m² tomt","111 + 14 m² 5 rum","Såld 25 september 2017","+14 %",""
"Skogsvägen 51D","Skogsvägen 51D RadhusRadhus Borlänge, Borlänge kommun","2 400 kr/mån","99,5 m² 4 rum Slutpris 1 625 000 kr","","99,5 m² 4 rum","Såld 18 september 2017","+36 %",""
"Lötgatan 10","Lötgatan 10 RadhusRadhus Hönsarvet, Borlänge kommun","6 209 kr/mån","117 m² 4 rum Slutpris 995 000 kr","","117 m² 4 rum","Såld 13 september 2017","±0 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Årbyvägen 23C","Årbyvägen 23C RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","111 + 14 m² 5 rum Slutpris 2 050 000 kr","570 m² tomt","111 + 14 m² 5 rum","Såld 25 september 2017","+14 %",""
